,Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
4268,2020-06-30,2020,Police Department,Total Employees,Male,Black/African-American,15.0
4269,2020-06-30,2020,Police Department,Total Employees,Male,Hispanic/Latino,9.0
4270,2020-06-30,2020,Police Department,Total Employees,Male,Multiracial,1.0
4271,2020-06-30,2020,Police Department,Total Employees,Male,Native American,2.0
4272,2020-06-30,2020,Police Department,Total Employees,Male,Total,265.0
4273,2020-06-30,2020,Police Department,Total Employees,Male,White,234.0
4274,2020-06-30,2020,Police Department,Total Employees,Total,Asian,5.0
4275,2020-06-30,2020,Police Department,Total Employees,Total,Black/African-American,16.0
4276,2020-06-30,2020,Police Department,Total Employees,Total,Hispanic/Latino,10.0
4277,2020-06-30,2020,Police Department,Total Employees,Total,Multiracial,3.0
4278,2020-06-30,2020,Police Department,Total Employees,Total,Native American,2.0
4279,2020-06-30,2020,Police Department,Total Employees,Total,Total,328.0
4280,2020-06-30,2020,Police Department,Total Employees,Total,White,292.0
4281,2020-06-30,2020,Public Works,Total Employees,Female,Asian,0.0
4282,2020-06-30,2020,Public Works,Total Employees,Female,Black/African-American,3.0
4283,2020-06-30,2020,Public Works,Total Employees,Female,Hispanic/Latino,0.0
4284,2020-06-30,2020,Public Works,Total Employees,Female,Multiracial,0.0
4285,2020-06-30,2020,Public Works,Total Employees,Female,Native American,0.0
4286,2020-06-30,2020,Public Works,Total Employees,Female,Total,10.0
4287,2020-06-30,2020,Public Works,Total Employees,Female,White,7.0
4288,2020-06-30,2020,Public Works,Total Employees,Male,Asian,1.0
4289,2020-06-30,2020,Public Works,Total Employees,Male,Black/African-American,15.0
4290,2020-06-30,2020,Public Works,Total Employees,Male,Hispanic/Latino,5.0
4291,2020-06-30,2020,Public Works,Total Employees,Male,Multiracial,1.0
4292,2020-06-30,2020,Public Works,Total Employees,Male,Native American,1.0
4293,2020-06-30,2020,Public Works,Total Employees,Male,Total,65.0
4294,2020-06-30,2020,Public Works,Total Employees,Male,White,42.0
4295,2020-06-30,2020,Public Works,Total Employees,Total,Asian,1.0
4296,2020-06-30,2020,Public Works,Total Employees,Total,Black/African-American,18.0
4297,2020-06-30,2020,Public Works,Total Employees,Total,Hispanic/Latino,5.0
4298,2020-06-30,2020,Public Works,Total Employees,Total,Multiracial,1.0
4299,2020-06-30,2020,Public Works,Total Employees,Total,Native American,1.0
4300,2020-06-30,2020,Public Works,Total Employees,Total,Total,75.0
4301,2020-06-30,2020,Public Works,Total Employees,Total,White,49.0
4302,2020-06-30,2020,Purchasing,Total Employees,Female,Asian,0.0
4303,2020-06-30,2020,Purchasing,Total Employees,Female,Black/African-American,0.0
4304,2020-06-30,2020,Purchasing,Total Employees,Female,Hispanic/Latino,0.0
4305,2020-06-30,2020,Purchasing,Total Employees,Female,Multiracial,0.0
4306,2020-06-30,2020,Purchasing,Total Employees,Female,Native American,0.0
4307,2020-06-30,2020,Purchasing,Total Employees,Female,Total,3.0
4308,2020-06-30,2020,Purchasing,Total Employees,Female,White,3.0
4309,2020-06-30,2020,Purchasing,Total Employees,Male,Asian,1.0
4310,2020-06-30,2020,Purchasing,Total Employees,Male,Black/African-American,0.0
4311,2020-06-30,2020,Purchasing,Total Employees,Male,Hispanic/Latino,0.0
4312,2020-06-30,2020,Purchasing,Total Employees,Male,Multiracial,0.0
4313,2020-06-30,2020,Purchasing,Total Employees,Male,Native American,0.0
4314,2020-06-30,2020,Purchasing,Total Employees,Male,Total,1.0
4315,2020-06-30,2020,Purchasing,Total Employees,Male,White,0.0
4316,2020-06-30,2020,Purchasing,Total Employees,Total,Asian,1.0
4317,2020-06-30,2020,Purchasing,Total Employees,Total,Black/African-American,0.0
4318,2020-06-30,2020,Purchasing,Total Employees,Total,Hispanic/Latino,0.0
4319,2020-06-30,2020,Purchasing,Total Employees,Total,Multiracial,0.0
4320,2020-06-30,2020,Purchasing,Total Employees,Total,Native American,0.0
4321,2020-06-30,2020,Purchasing,Total Employees,Total,Total,4.0
4322,2020-06-30,2020,Purchasing,Total Employees,Total,White,3.0
4323,2020-06-30,2020,Total,Total Employees,Female,Asian,3.0
4324,2020-06-30,2020,Total,Total Employees,Female,Black/African-American,46.0
4325,2020-06-30,2020,Total,Total Employees,Female,Hispanic/Latino,8.0
4326,2020-06-30,2020,Total,Total Employees,Female,Multiracial,6.0
4327,2020-06-30,2020,Total,Total Employees,Female,Native American,3.0
4328,2020-06-30,2020,Total,Total Employees,Female,Total,401.0
4329,2020-06-30,2020,Total,Total Employees,Female,White,335.0
4330,2020-06-30,2020,Total,Total Employees,Male,Asian,7.0
4331,2020-06-30,2020,Total,Total Employees,Male,Black/African-American,87.0
4332,2020-06-30,2020,Total,Total Employees,Male,Hispanic/Latino,34.0
4333,2020-06-30,2020,Total,Total Employees,Male,Multiracial,11.0
4334,2020-06-30,2020,Total,Total Employees,Male,Native American,6.0
4335,2020-06-30,2020,Total,Total Employees,Male,Total,1013.0
4336,2020-06-30,2020,Total,Total Employees,Male,White,868.0
4337,2020-06-30,2020,Total,Total Employees,Total,Asian,10.0
4338,2020-06-30,2020,Total,Total Employees,Total,Black/African-American,133.0
4339,2020-06-30,2020,Total,Total Employees,Total,Hispanic/Latino,42.0
4340,2020-06-30,2020,Total,Total Employees,Total,Multiracial,17.0
4341,2020-06-30,2020,Total,Total Employees,Total,Native American,9.0
4342,2020-06-30,2020,Total,Total Employees,Total,Total,1414.0
4343,2020-06-30,2020,Total,Total Employees,Total,White,1203.0
4344,2020-06-30,2020,Traffic Safety,Total Employees,Female,Asian,0.0
4345,2020-06-30,2020,Traffic Safety,Total Employees,Female,Black/African-American,0.0
4346,2020-06-30,2020,Traffic Safety,Total Employees,Female,Hispanic/Latino,0.0
4347,2020-06-30,2020,Traffic Safety,Total Employees,Female,Multiracial,0.0
4348,2020-06-30,2020,Traffic Safety,Total Employees,Female,Native American,0.0
4349,2020-06-30,2020,Traffic Safety,Total Employees,Female,Total,1.0
4350,2020-06-30,2020,Traffic Safety,Total Employees,Female,White,1.0
4351,2020-06-30,2020,Traffic Safety,Total Employees,Male,Asian,0.0
4352,2020-06-30,2020,Traffic Safety,Total Employees,Male,Black/African-American,3.0
4353,2020-06-30,2020,Traffic Safety,Total Employees,Male,Hispanic/Latino,0.0
4354,2020-06-30,2020,Traffic Safety,Total Employees,Male,Multiracial,0.0
4355,2020-06-30,2020,Traffic Safety,Total Employees,Male,Native American,0.0
4356,2020-06-30,2020,Traffic Safety,Total Employees,Male,Total,20.0
4357,2020-06-30,2020,Traffic Safety,Total Employees,Male,White,17.0
4358,2020-06-30,2020,Traffic Safety,Total Employees,Total,Asian,0.0
4359,2020-06-30,2020,Traffic Safety,Total Employees,Total,Black/African-American,3.0
4360,2020-06-30,2020,Traffic Safety,Total Employees,Total,Hispanic/Latino,0.0
4361,2020-06-30,2020,Traffic Safety,Total Employees,Total,Multiracial,0.0
4362,2020-06-30,2020,Traffic Safety,Total Employees,Total,Native American,0.0
4363,2020-06-30,2020,Traffic Safety,Total Employees,Total,Total,21.0
4364,2020-06-30,2020,Traffic Safety,Total Employees,Total,White,18.0
4365,2020-06-30,2020,Water,Total Employees,Female,Asian,1.0
4366,2020-06-30,2020,Water,Total Employees,Female,Black/African-American,2.0
4367,2020-06-30,2020,Water,Total Employees,Female,Hispanic/Latino,1.0
4368,2020-06-30,2020,Water,Total Employees,Female,Multiracial,0.0
4369,2020-06-30,2020,Water,Total Employees,Female,Native American,1.0
4370,2020-06-30,2020,Water,Total Employees,Female,Total,22.0
4371,2020-06-30,2020,Water,Total Employees,Female,White,17.0
4372,2020-06-30,2020,Water,Total Employees,Male,Asian,0.0
4373,2020-06-30,2020,Water,Total Employees,Male,Black/African-American,8.0
4374,2020-06-30,2020,Water,Total Employees,Male,Hispanic/Latino,1.0
4375,2020-06-30,2020,Water,Total Employees,Male,Multiracial,0.0
4376,2020-06-30,2020,Water,Total Employees,Male,Native American,1.0
4377,2020-06-30,2020,Water,Total Employees,Male,Total,90.0
4378,2020-06-30,2020,Water,Total Employees,Male,White,80.0
4379,2020-06-30,2020,Water,Total Employees,Total,Asian,1.0
4380,2020-06-30,2020,Water,Total Employees,Total,Black/African-American,10.0
4381,2020-06-30,2020,Water,Total Employees,Total,Hispanic/Latino,2.0
4382,2020-06-30,2020,Water,Total Employees,Total,Multiracial,0.0
4383,2020-06-30,2020,Water,Total Employees,Total,Native American,2.0
4384,2020-06-30,2020,Water,Total Employees,Total,Total,112.0
4385,2020-06-30,2020,Water,Total Employees,Total,White,97.0
4386,2014-06-30,2014,311 Customer Service,New Hires,Female,Asian,0.0
4387,2014-06-30,2014,311 Customer Service,New Hires,Female,Black/African-American,1.0
4388,2014-06-30,2014,311 Customer Service,New Hires,Female,Hispanic/Latino,0.0
4389,2014-06-30,2014,311 Customer Service,New Hires,Female,Multiracial,0.0
4390,2014-06-30,2014,311 Customer Service,New Hires,Female,Native American,0.0
4391,2014-06-30,2014,311 Customer Service,New Hires,Female,Total,3.0
4392,2014-06-30,2014,311 Customer Service,New Hires,Female,White,2.0
4393,2014-06-30,2014,311 Customer Service,New Hires,Male,Asian,0.0
4394,2014-06-30,2014,311 Customer Service,New Hires,Male,Black/African-American,0.0
4395,2014-06-30,2014,311 Customer Service,New Hires,Male,Hispanic/Latino,0.0
4396,2014-06-30,2014,311 Customer Service,New Hires,Male,Multiracial,0.0
4397,2014-06-30,2014,311 Customer Service,New Hires,Male,Native American,0.0
4398,2014-06-30,2014,311 Customer Service,New Hires,Male,Total,2.0
4399,2014-06-30,2014,311 Customer Service,New Hires,Male,White,2.0
4400,2014-06-30,2014,311 Customer Service,New Hires,Total,Asian,0.0
4401,2014-06-30,2014,311 Customer Service,New Hires,Total,Black/African-American,1.0
4402,2014-06-30,2014,311 Customer Service,New Hires,Total,Hispanic/Latino,0.0
4403,2014-06-30,2014,311 Customer Service,New Hires,Total,Multiracial,0.0
4404,2014-06-30,2014,311 Customer Service,New Hires,Total,Native American,0.0
4405,2014-06-30,2014,311 Customer Service,New Hires,Total,Total,5.0
4406,2014-06-30,2014,311 Customer Service,New Hires,Total,White,4.0
4407,2014-06-30,2014,City Attorney,New Hires,Female,Asian,0.0
4408,2014-06-30,2014,City Attorney,New Hires,Female,Black/African-American,0.0
4409,2014-06-30,2014,City Attorney,New Hires,Female,Hispanic/Latino,0.0
4410,2014-06-30,2014,City Attorney,New Hires,Female,Multiracial,0.0
4411,2014-06-30,2014,City Attorney,New Hires,Female,Native American,1.0
4412,2014-06-30,2014,City Attorney,New Hires,Female,Total,2.0
4413,2014-06-30,2014,City Attorney,New Hires,Female,White,1.0
4414,2014-06-30,2014,City Attorney,New Hires,Male,Asian,0.0
4415,2014-06-30,2014,City Attorney,New Hires,Male,Black/African-American,1.0
4416,2014-06-30,2014,City Attorney,New Hires,Male,Hispanic/Latino,0.0
4417,2014-06-30,2014,City Attorney,New Hires,Male,Multiracial,0.0
4418,2014-06-30,2014,City Attorney,New Hires,Male,Native American,0.0
4419,2014-06-30,2014,City Attorney,New Hires,Male,Total,1.0
4420,2014-06-30,2014,City Attorney,New Hires,Male,White,0.0
4421,2014-06-30,2014,City Attorney,New Hires,Total,Asian,0.0
4422,2014-06-30,2014,City Attorney,New Hires,Total,Black/African-American,1.0
4423,2014-06-30,2014,City Attorney,New Hires,Total,Hispanic/Latino,0.0
4424,2014-06-30,2014,City Attorney,New Hires,Total,Multiracial,0.0
4425,2014-06-30,2014,City Attorney,New Hires,Total,Native American,1.0
4426,2014-06-30,2014,City Attorney,New Hires,Total,Total,3.0
4427,2014-06-30,2014,City Attorney,New Hires,Total,White,1.0
4428,2014-06-30,2014,City Treasurer,New Hires,Female,Asian,0.0
4429,2014-06-30,2014,City Treasurer,New Hires,Female,Black/African-American,0.0
4430,2014-06-30,2014,City Treasurer,New Hires,Female,Hispanic/Latino,0.0
4431,2014-06-30,2014,City Treasurer,New Hires,Female,Multiracial,0.0
4432,2014-06-30,2014,City Treasurer,New Hires,Female,Native American,0.0
4433,2014-06-30,2014,City Treasurer,New Hires,Female,Total,1.0
4434,2014-06-30,2014,City Treasurer,New Hires,Female,White,1.0
4435,2014-06-30,2014,City Treasurer,New Hires,Total,Asian,0.0
4436,2014-06-30,2014,City Treasurer,New Hires,Total,Black/African-American,0.0
4437,2014-06-30,2014,City Treasurer,New Hires,Total,Hispanic/Latino,0.0
4438,2014-06-30,2014,City Treasurer,New Hires,Total,Multiracial,0.0
4439,2014-06-30,2014,City Treasurer,New Hires,Total,Native American,0.0
4440,2014-06-30,2014,City Treasurer,New Hires,Total,Total,1.0
4441,2014-06-30,2014,City Treasurer,New Hires,Total,White,1.0
4442,2014-06-30,2014,Engineering,New Hires,Female,Asian,0.0
4443,2014-06-30,2014,Engineering,New Hires,Female,Black/African-American,0.0
4444,2014-06-30,2014,Engineering,New Hires,Female,Hispanic/Latino,0.0
4445,2014-06-30,2014,Engineering,New Hires,Female,Multiracial,0.0
4446,2014-06-30,2014,Engineering,New Hires,Female,Native American,0.0
4447,2014-06-30,2014,Engineering,New Hires,Female,Total,2.0
4448,2014-06-30,2014,Engineering,New Hires,Female,White,2.0
4449,2014-06-30,2014,Engineering,New Hires,Total,Asian,0.0
4450,2014-06-30,2014,Engineering,New Hires,Total,Black/African-American,0.0
4451,2014-06-30,2014,Engineering,New Hires,Total,Hispanic/Latino,0.0
4452,2014-06-30,2014,Engineering,New Hires,Total,Multiracial,0.0
4453,2014-06-30,2014,Engineering,New Hires,Total,Native American,0.0
4454,2014-06-30,2014,Engineering,New Hires,Total,Total,2.0
4455,2014-06-30,2014,Engineering,New Hires,Total,White,2.0
4456,2014-06-30,2014,Executive Office,New Hires,Female,Asian,0.0
4457,2014-06-30,2014,Executive Office,New Hires,Female,Black/African-American,1.0
4458,2014-06-30,2014,Executive Office,New Hires,Female,Hispanic/Latino,0.0
4459,2014-06-30,2014,Executive Office,New Hires,Female,Multiracial,0.0
4460,2014-06-30,2014,Executive Office,New Hires,Female,Native American,0.0
4461,2014-06-30,2014,Executive Office,New Hires,Female,Total,1.0
4462,2014-06-30,2014,Executive Office,New Hires,Female,White,0.0
4463,2014-06-30,2014,Executive Office,New Hires,Total,Asian,0.0
4464,2014-06-30,2014,Executive Office,New Hires,Total,Black/African-American,1.0
4465,2014-06-30,2014,Executive Office,New Hires,Total,Hispanic/Latino,0.0
4466,2014-06-30,2014,Executive Office,New Hires,Total,Multiracial,0.0
4467,2014-06-30,2014,Executive Office,New Hires,Total,Native American,0.0
4468,2014-06-30,2014,Executive Office,New Hires,Total,Total,1.0
4469,2014-06-30,2014,Executive Office,New Hires,Total,White,0.0
4470,2014-06-30,2014,Facilities and Fleet,New Hires,Female,Asian,1.0
4471,2014-06-30,2014,Facilities and Fleet,New Hires,Female,Black/African-American,0.0
4472,2014-06-30,2014,Facilities and Fleet,New Hires,Female,Hispanic/Latino,0.0
4473,2014-06-30,2014,Facilities and Fleet,New Hires,Female,Multiracial,0.0
4474,2014-06-30,2014,Facilities and Fleet,New Hires,Female,Native American,0.0
4475,2014-06-30,2014,Facilities and Fleet,New Hires,Female,Total,1.0
4476,2014-06-30,2014,Facilities and Fleet,New Hires,Female,White,0.0
4477,2014-06-30,2014,Facilities and Fleet,New Hires,Male,Asian,0.0
4478,2014-06-30,2014,Facilities and Fleet,New Hires,Male,Black/African-American,0.0
4479,2014-06-30,2014,Facilities and Fleet,New Hires,Male,Hispanic/Latino,0.0
4480,2014-06-30,2014,Facilities and Fleet,New Hires,Male,Multiracial,0.0
4481,2014-06-30,2014,Facilities and Fleet,New Hires,Male,Native American,0.0
4482,2014-06-30,2014,Facilities and Fleet,New Hires,Male,Total,2.0
4483,2014-06-30,2014,Facilities and Fleet,New Hires,Male,White,2.0
4484,2014-06-30,2014,Facilities and Fleet,New Hires,Total,Asian,1.0
4485,2014-06-30,2014,Facilities and Fleet,New Hires,Total,Black/African-American,0.0
4486,2014-06-30,2014,Facilities and Fleet,New Hires,Total,Hispanic/Latino,0.0
4487,2014-06-30,2014,Facilities and Fleet,New Hires,Total,Multiracial,0.0
4488,2014-06-30,2014,Facilities and Fleet,New Hires,Total,Native American,0.0
4489,2014-06-30,2014,Facilities and Fleet,New Hires,Total,Total,3.0
4490,2014-06-30,2014,Facilities and Fleet,New Hires,Total,White,2.0
4491,2014-06-30,2014,Fire Department,New Hires,Male,Asian,0.0
4492,2014-06-30,2014,Fire Department,New Hires,Male,Black/African-American,0.0
4493,2014-06-30,2014,Fire Department,New Hires,Male,Hispanic/Latino,0.0
4494,2014-06-30,2014,Fire Department,New Hires,Male,Multiracial,0.0
4495,2014-06-30,2014,Fire Department,New Hires,Male,Native American,0.0
4496,2014-06-30,2014,Fire Department,New Hires,Male,Total,1.0
4497,2014-06-30,2014,Fire Department,New Hires,Male,White,1.0
4498,2014-06-30,2014,Fire Department,New Hires,Total,Asian,0.0
4499,2014-06-30,2014,Fire Department,New Hires,Total,Black/African-American,0.0
4500,2014-06-30,2014,Fire Department,New Hires,Total,Hispanic/Latino,0.0
4501,2014-06-30,2014,Fire Department,New Hires,Total,Multiracial,0.0
4502,2014-06-30,2014,Fire Department,New Hires,Total,Native American,0.0
4503,2014-06-30,2014,Fire Department,New Hires,Total,Total,1.0
4504,2014-06-30,2014,Fire Department,New Hires,Total,White,1.0
4505,2014-06-30,2014,Human Resources,New Hires,Female,Asian,1.0
4506,2014-06-30,2014,Human Resources,New Hires,Female,Black/African-American,0.0
4507,2014-06-30,2014,Human Resources,New Hires,Female,Hispanic/Latino,0.0
4508,2014-06-30,2014,Human Resources,New Hires,Female,Multiracial,0.0
4509,2014-06-30,2014,Human Resources,New Hires,Female,Native American,0.0
4510,2014-06-30,2014,Human Resources,New Hires,Female,Total,1.0
4511,2014-06-30,2014,Human Resources,New Hires,Female,White,0.0
